"Nama","Review",""
"Yhus Rhifal","Hati hati buat kalian yg pengen mesen hotel ataupun tiket pesawat,kemarin gw boking hotel via transfer trus duit di rekening gw jga udah ketarik,pas sampai di hotelnya malah di suruh bayar biaya cek in dan deposit nya gmana sih padahalkan udah aku liatin kode pembayaranya,hati hati gaes mesen di peg...Ulasan LengkapHati hati buat kalian yg pengen mesen hotel ataupun tiket pesawat,kemarin gw boking hotel via transfer trus duit di rekening gw jga udah ketarik,pas sampai di hotelnya malah di suruh bayar biaya cek in dan deposit nya gmana sih padahalkan udah aku liatin kode pembayaranya,hati hati gaes mesen di pegi pegi gw kira cuman gw yg kena kek gini ternyata udah 3-7 teman gw bangke tai emang...",""
"Anggal Buana","Kembalikan uang saya...padahal jauh2 hari sebelum pemberangkatan sudah kirim email tpi ga ada jawaban sampai skarang...... Parahhhhh uang lenyapp tanpa ada info lgi ",""
"Rocky Aja","sangat kecewa....udh tau ada virus corona msh gk ada kebijakan....sedangkan tempat itu lock down... kereta api gk beroperasi.... kecewa dan sangat sangat kecewa gk ada sedikitpun kebijakan",""
"AMIEN ARIE ZUNIANTO","Jangan sekal-kali Beli Tiket di Pegi-Pegi Pengalaman Buruk... Sangat Buruk Sekali Ngurus REFUND Duit dari Maskapai dah Dibayar Full ke Pegi-Pegi tapi Gak segera Dikembalikan ke Customer (meski kami udah dipotong 25%) Ini Travel Gak Punya Modal & Gak Profesional JANGAN SAMPAI KALIAN MENYESAL BILA PER...Ulasan LengkapJangan sekal-kali Beli Tiket di Pegi-Pegi Pengalaman Buruk... Sangat Buruk Sekali Ngurus REFUND Duit dari Maskapai dah Dibayar Full ke Pegi-Pegi tapi Gak segera Dikembalikan ke Customer (meski kami udah dipotong 25%) Ini Travel Gak Punya Modal & Gak Profesional JANGAN SAMPAI KALIAN MENYESAL BILA PERLU UN-INSTAL AJA !!!",""
"Pengguna Google","buruk sekali harga penawaran sama harga pembayaran beda jauh bgt",""
"Desy Ayu","Saya udh bayar gataunya musti check in jam 2 siang sedangkan saya bawa anak bayi gmn sih pegi pegi udh gitu gabisa dicancel pula. Biarin duit saya hilang tapi di akhirat nnty saya minta balikin karna sy ga ikhlas uang saya diambil tp saya ga pakai hotel itu!!!!...",""
"Novita Dyah Rahayu","Maaf ya saya kasih 1bintang saja,karena saya pesan kamar hotel di oyo 197prime royal hotel(surabaya),di aplikasi tertera check in jam 1siang,sedangkan pas di hotel baru bisa check in jam 3sore,apabila mau check in lebih awal (jam 1 siang,sesuai aplikasi)harus tambah biaya 20%dari harga kamar,itu kan...Ulasan LengkapMaaf ya saya kasih 1bintang saja,karena saya pesan kamar hotel di oyo 197prime royal hotel(surabaya),di aplikasi tertera check in jam 1siang,sedangkan pas di hotel baru bisa check in jam 3sore,apabila mau check in lebih awal (jam 1 siang,sesuai aplikasi)harus tambah biaya 20%dari harga kamar,itu kan namanya pembodohan masal/pembohongan publik,tolong aplikasinya diperbaiki lagi supaya gak merugikan customer,karena disini saya merasa di rugikan.mksh",""
"Des Des","ga tau kenapa suka log out sendiri. trs ngelag gitu aplikasi nyaa",""
"Nusroh Alawiyah","puasa puasa kok bohong, promo nya hoax gak real .",""
"Abid Julian","refund tiket pesawat lama banget harus nunggu sampe 1-3 bulan, emang susahnya apa sih? aplikasi lain cuma butuh waktu gak sampe 1minggu, kurang profesional banget",""
"Yudi Iswantara","JARINGAN BERMASALAH MOHON PERIKSA KEMBALI KONEKSI INTERNET ANDA. PADAHAL LANCAR BUAT STREAMING YUTUB DLL.. ANEHH COOK",""
"andry hadinata","Agak kecewa   Refundnya lama sekali padahal kalo refund di app lain nda selama ini proses refund daei 20 maret blom juga selesai padahal statusnya maskapai cancel flight",""
"Neneng Kurniasih","Pembatalan tiket sudah 1 bulan lebih tidak ada kabar dari aplikasi kok gini banget uang customer gak di proses udah musim covid 19 butuh dana cepat tolong diperbaiki kinerja nya",""
"Habibi Qolbie","komentar 90% mengeluh kecewa, jadi was was masak gk bisa di download padahal pake wofi lo apa sengaja dipermainkan setiap 80% berhenti. payah",""
"Firmando Lucky","Aplikasi bego diskon setengah harga maks 300 rb 10 menit gw cek tiket penerbangan ke makassar harga msh 1.7 sebelum promo di mulai 5 menit gw cek lg naik dong jd 2 jt trus gw dpt potongan 300 rb 1.7 itu nama nya sama aja ga promo mending kalo ga niat ga usah ngadain promo sampah ! Setelah kode promo...Ulasan LengkapAplikasi bego diskon setengah harga maks 300 rb 10 menit gw cek tiket penerbangan ke makassar harga msh 1.7 sebelum promo di mulai 5 menit gw cek lg naik dong jd 2 jt trus gw dpt potongan 300 rb 1.7 itu nama nya sama aja ga promo mending kalo ga niat ga usah ngadain promo sampah ! Setelah kode promo abis (maks 300 org) harga balik lg dong ke 1.7 stupidd app delete recomended mending pake aplikasi tetangga sebelah lebih terpercaya",""
"d nielz","Saya kecewa karena proses refund nya sangat lama. 2 Bulan baru dikembalikan. Padahal pihak maskapai sudah mengembalikan ke pegi2 15 hari setelah pembatalan. Tapi uang nya ""TERTAHAN"" sampai 2 bulan. Itu juga saya sampe telpon berkali2 baru di transfer. Saya pesan di aplikasi lain cuma seminggu sudah ...Ulasan LengkapSaya kecewa karena proses refund nya sangat lama. 2 Bulan baru dikembalikan. Padahal pihak maskapai sudah mengembalikan ke pegi2 15 hari setelah pembatalan. Tapi uang nya ""TERTAHAN"" sampai 2 bulan. Itu juga saya sampe telpon berkali2 baru di transfer. Saya pesan di aplikasi lain cuma seminggu sudah di balikin. Mendingan pesen tiket di aplikasi lain aja lebih nyaman.",""
"Fandy Indra","Mengecewakan sekali, pemesanan hotel nya tidak update sama sekali. Sudah masuk pesanan, malah dilempar ke hotel lain. Saya minta pengembalian / refund malah di lempar lempar oleh cs nya. Lebih baik pake aplikasi lain saja yg lebih jelas. Jangan pernah download aplikasi ini",""
"Nando Chandra","Tidak rekomendasi karena pesan kamar hotel tidak sesuai gambar sangat Kecewa    ",""
"Edy Shb","sering eror ketika pemesanan, petunjuknya begini: ""maaf ada kesalahan dalam sistem"", rupanya masalah harga yg belum diupgrade, sehingga saya sebagai konsumen mengira harga murah dan sesuai yg dicantumkan tetapi teryata berbeda. keluhan saya ini bukan pertama, di beberapa ulasan yg saya baca sudah cu...Ulasan Lengkapsering eror ketika pemesanan, petunjuknya begini: ""maaf ada kesalahan dalam sistem"", rupanya masalah harga yg belum diupgrade, sehingga saya sebagai konsumen mengira harga murah dan sesuai yg dicantumkan tetapi teryata berbeda. keluhan saya ini bukan pertama, di beberapa ulasan yg saya baca sudah cukup banyak yg mengalami ini, dan jawaban admin hanya meminta data dan suruh berkeluh kesah ke emailnya dan chatnya. harusnya ditindak lanjuti untuk membangu trust (keyakinan) konsumen. gak ckp space.",""
"Tekim Usu","Jangan mau menggunakan aplikasi ini,aplikasi penipu Dana refund mulai 16 Maret sampe hari ini tdk di balikkan alasan trs di suruh menunggu,teman saya yg sama berangkat pesan di traveloka dan 1 minggu dana refund nya sudah kembali,aplikasi ini menipu,cpat klen balikkan uang saya aplikasi penipu Benar...Ulasan LengkapJangan mau menggunakan aplikasi ini,aplikasi penipu Dana refund mulai 16 Maret sampe hari ini tdk di balikkan alasan trs di suruh menunggu,teman saya yg sama berangkat pesan di traveloka dan 1 minggu dana refund nya sudah kembali,aplikasi ini menipu,cpat klen balikkan uang saya aplikasi penipu Benar2 kapok pesan di pegi2,saran saya jgn pesan di pegi2 kalau ga mau di tipu Dr pihak citilink sudah di kembalikan dlm 3 hari,aplikasi penipu ini,aplikasi taik,aplikasi abal2",""
"ummu a3","Fiturnya masih kurang",""
"Bilqis Maharani","Harusnya tidak saya beri bintang karena saya kecewau 2 kali berturut turut ibu saya transaksi booking reddoors hotel melalui pegi pegi transaksi udh dibayar pas ke hotelnya ternyata gak ada reservasi atas nama ibu saya berkali kali pegi pegi nya ditelpon untuk konfirmasi malah selalu dalam antrian.....Ulasan LengkapHarusnya tidak saya beri bintang karena saya kecewau 2 kali berturut turut ibu saya transaksi booking reddoors hotel melalui pegi pegi transaksi udh dibayar pas ke hotelnya ternyata gak ada reservasi atas nama ibu saya berkali kali pegi pegi nya ditelpon untuk konfirmasi malah selalu dalam antrian...terus gimana uang yg udh terbayar tanpa bisa nikmatin fasilitas hotelnya..al hasil orang tua saya jadi keluar uang lg untuk booking hotel ulang... Tolong beri penjelasan untuk uang yg sudah melayang..",""
"Phy Coco94","Jgn lemot2 lagi ya aplikasinya",""
"MOCH ZAINURI","Sangat mengecewakan pelayanannya sy pesan hotel salah tgl katanya nggak bisa dirubah tgl nya setelah sy tlp hotel nya ternyata masih bisa tdk apa2",""
"Yanto Sk","Selalu gagal pas mau pesen tiket,error terus aplikasinya",""
"Eva Elvia","saya KECEWA dengan HOTEL REDOORZ di aplikasi ini. saya sudah pesan 1 bulan setengah sebelum nya, namun pas saya mau cek in ternyata sudah penuh... dimana di daerah tersebut semua penginapan sudah penuh semua. akhirnya saya luntang lantung mencari penginapan lain yg jaraknya lebih jauh... saya pesan ...Ulasan Lengkapsaya KECEWA dengan HOTEL REDOORZ di aplikasi ini. saya sudah pesan 1 bulan setengah sebelum nya, namun pas saya mau cek in ternyata sudah penuh... dimana di daerah tersebut semua penginapan sudah penuh semua. akhirnya saya luntang lantung mencari penginapan lain yg jaraknya lebih jauh... saya pesan 2 kamar namun baru 1 yang bisa ke refund... luar biasa KECEWA nya, hotel tidak bisa si pakai tapi pembayaran saya hanguss... baru pertama kalinya saya pesan hotel seperti ini, SANGAT KECEWA...",""
"muhamad elfarobbi","aplikasi penipu, bapak saya ketik hotel di kemayoran, stelah tranfer, ternyata hotel yang deket di kemayoran, yaitu kelapa gading, padahal di apk sebelah kalo kemayoran ya muncul hotel yang alamatnya kemayoran aja, ga yang lain, rugi saya....",""
"yoga sanjaya","Pegipegi emng luar biasa. Ajukan refund krn emng gak ada pnerbangan trkait corona. Udah kembalinya butuh 46 hari, uang tiket 2 jtan kmbali dlm bntuk VOUCHER cm 883 ribu. Baiklah, voucher itu akan jd transaksi trakhir saya dsini Pesan buat anda pengambil keputusan d pegi2 : kali ini anda boleh menang...Ulasan LengkapPegipegi emng luar biasa. Ajukan refund krn emng gak ada pnerbangan trkait corona. Udah kembalinya butuh 46 hari, uang tiket 2 jtan kmbali dlm bntuk VOUCHER cm 883 ribu. Baiklah, voucher itu akan jd transaksi trakhir saya dsini Pesan buat anda pengambil keputusan d pegi2 : kali ini anda boleh menang. Tp utk selanjutnya sdh pasti anda hancur",""
"Krisda Yanti","Sangat mengecewakan saya refund dari tanggal 21 maret sampai skrng 19 mei blom juga ada dana yg d kembalikan, padahal dari pihak maskapai sudah mengembalikan lebih dari 1bulan. Dan aplikasi lain semua yg saya refund sudah d kembalikan hanya pegipegi yg tidak konsisten dan mengecewakan.",""
"Veni Munandari","Pertama kali coba booking hotel pake pegi pegi sudah transfer padahal waktu batas waktu transfer taunya dicancel sepihak sama pihak pegipegi dgn alesan hotel penuh dan ribet ngurus refund dana nya.",""
"Teguh F","Pegi pegi anjing issued tiket Citilink ga da harganya tiket bodong",""
"T. Ryan Septyawan","Udh bayar, tapi pesanan dibatalkan, telpon cs minta dipesan kan lagi ga ada tanggapan, ditelpon lagi ditahan 5 menit tanpa jawaban, aplikasi dan customer service bodoh",""
"Dimas Aji","Apk apaan ni saya cari stasiun ko gak ada gimana sh? Stasiun sudimara gak ada stasiun rawa buntu gak ada!! Nyesel saya instal apk ini, percuma buang* waktu, orang lagi buru* malah apknya gak guna!!!!",""
"Pengguna Google","makin jelek setelh update. di tempat lain bisa booking kereta, di pegi2 tidak ada... gimana sih?? Tolong di cek dong.",""
"Muadz Abdul Aziz","sering error mlu pas ingin beli tiket",""
"Ari Permana","Saat akan melakukan pembayaran Loading sangat lama!! Tolong diperbaiki lagi.",""
"Haris Ridwan","Pesen hotel di Comford room near stasiun lempuyangan at wisma bu yanti 1.tdk ada deskripsi khusus perihal info kamar mandi dll,giliran sudh byr bru muncul deskripsi menjelaskn Kamar mandi Luar dan tdk menerima Refund/Pembatalan,merasa diTipu. Realnya jg tdk sprti dFoto,Jauh banget dr Harapan. Aplika...Ulasan LengkapPesen hotel di Comford room near stasiun lempuyangan at wisma bu yanti 1.tdk ada deskripsi khusus perihal info kamar mandi dll,giliran sudh byr bru muncul deskripsi menjelaskn Kamar mandi Luar dan tdk menerima Refund/Pembatalan,merasa diTipu. Realnya jg tdk sprti dFoto,Jauh banget dr Harapan. Aplikasi SOAK g selektif Filter info yg Valid.",""
"ichsan Kabeiru","sorry saya uninstal . karna . saya sudah 2 kali pesan tp tidak ada poin masuk . padahal pas di lihat di bawah harga hotel ada tulisan mendapat poin sekian . tp poin saya nyatanya masih 0 ga ad yang masuk . untuk apa jadi fitur poin ? jika tidak masuk dan tidak bisa di tukarkan .",""
"Pisau Garpunsbs","Kapan refundnya bisa kembali,tolong dong secepatnya diproses,kami butuh banget dana tersebut utuk saat2 seperti ini...",""
"Akemi Shazia Dermawan","Aplikasi PENIPU!!! Hati2.. harga di aplikasi sangat berbeda dengan harga yg muncul saat pembayaran!! Promo nya pun omong kosong..",""
"si akmal","Sangat buruk appnya pada saat pemesanan dan ada telpon masuk pesanan kita menggantungbdan tidak bisa di bayarkan sampai proses auto cancel selesai",""
"Reza Ari","Refundnya ya allah udah dari 16 maret 20 maret proses. Bru kemarin tgl 17/18 april telpon maskapai katanya udah diproses trus sekarang tanya pegi pegi masih proses. Kan anjing...gak recom banget. Kondisi gini asli pegi pegi nahan smua dana refund..tutup aja aplikasimu gak berguna kamu.mending burung...Ulasan LengkapRefundnya ya allah udah dari 16 maret 20 maret proses. Bru kemarin tgl 17/18 april telpon maskapai katanya udah diproses trus sekarang tanya pegi pegi masih proses. Kan anjing...gak recom banget. Kondisi gini asli pegi pegi nahan smua dana refund..tutup aja aplikasimu gak berguna kamu.mending burung biru dll yang cepat. Sampai tiga bulan itu kebijakan tahun berapa kalau garuda paham lah klo sriwijaya air gak sampai segitu lamanya",""
"Luthfiyah Shafira","Pengajuan refund saya sudah hampir sebulan yg lalu, tapi pengembalian uangnya sampai sekarang belum ada. Tolong dong, pegi-pegi kembalikan uang saya. Sudah berkali-kali saya telpon CS tetap saja jawabannya masih diproses. Sedangkan, di aplikasi yg lain saja uang refund saya sudah dikembalikan hanya ...Ulasan LengkapPengajuan refund saya sudah hampir sebulan yg lalu, tapi pengembalian uangnya sampai sekarang belum ada. Tolong dong, pegi-pegi kembalikan uang saya. Sudah berkali-kali saya telpon CS tetap saja jawabannya masih diproses. Sedangkan, di aplikasi yg lain saja uang refund saya sudah dikembalikan hanya dalam waktu 2 minggu. Tolong cepat proses pengembalian uang refund saya!!!!!!!!!!!!",""
"Eko Budiono","Harga menipu, belum termasuk pajak! hotel harga 380rb, pajak 70rb.. lucu",""
"Yudit Christiawan","setelah diupgrade ke versi terbaru, malah jadi lemot banget aplikasinya, bahkan nama hotel yang sebelumnya ada, sekarang malah tidak muncul. parah !!",""
"Venna Lee","Kalian kalau refund itu pakai uang jangan pake travel voucher! Orang beli pakai uang! Nyari uang susah bro!",""
"Arie Saputra","nyesal beli tiket disini, kita ajukan refund dari tgl 29 maret 2020 smpe skrng belum slsai juga, malah diganti dengan kupon, APLIKASI YANG BURUK!!!! yang namanya refund kembali uang, bukan malah di ganti dengan kupon. SANGAT SANGAT MENYESAL BELI TIKET DISII!!!",""
"wiwin oktavia","Pelayanan nya kurang, harga tidak bersaing, maaf saya un-instal, saya pilih aplikasi yg sering saya pake aja kek tr*****ka",""
"Salman Abdillah46","payah masa saya pesen aja baru malem tgl 20 pkl.23.00 tp di anggap telat karna harus check in pkl.14.00 tgl 20 katanya,emang gw bisa muteri waktu gt jd siang pkl.14.00? harusnya kalo emang telat masukin aj langsung tgl 21,otmatis check in skr telat dan lebih parah di anggap gagal,coba tlp CS pegi2 j...Ulasan Lengkappayah masa saya pesen aja baru malem tgl 20 pkl.23.00 tp di anggap telat karna harus check in pkl.14.00 tgl 20 katanya,emang gw bisa muteri waktu gt jd siang pkl.14.00? harusnya kalo emang telat masukin aj langsung tgl 21,otmatis check in skr telat dan lebih parah di anggap gagal,coba tlp CS pegi2 juga kurang ramah nadanya tinggi ga sopan 2x pake pegi2 langsung males,sedikit saran saja CS itu harusnya ramah sekalipun costumer salah,baru skarang tlp CS songong gitu",""
"Diah Ayuningtias","Kecewa saya sama pegi pegi skrg. Kualitas makin turun. Mau akses tiket lebaran langsung down ga ada rute tersedia pdhl thn sblmnya mending bisa dpt dan muncul. Parah...",""
"Eka Yuniawati","Hr ini aku kecewa.. masa kereta tdk tersedia pdh udh jam 00.00 pdhl td sempat muncul giliran mau byr gk bisa .. Pdhl udh 2thn aku percayain tiket mudik tp apa ini..",""
"Arman Alfarisi","Kecewa pakai aplikasi ini bbrp kali dpt tiket murah, pas mau pesan ehh gak bisa katamya terjadi kesalaahan sistem....piye to..kecewa kecewa pokonya, mendingan di traveloka gak ribet",""
"Dikky DaruHerman","Beberapa waktu lalu saya telepon pihak pegi2 mengenai refund dana dikarenakan covid-19, pihak pegi2 mengatakan bahwasanya utk pengembalian dalam bentuk dana tidak dijelaskan dalam bentuk Voucher!!!!! Saya Sangat kecewa berat mengenai hal ini karena saya berharap dalam bentuk dana bukan dalam bentuk ...Ulasan LengkapBeberapa waktu lalu saya telepon pihak pegi2 mengenai refund dana dikarenakan covid-19, pihak pegi2 mengatakan bahwasanya utk pengembalian dalam bentuk dana tidak dijelaskan dalam bentuk Voucher!!!!! Saya Sangat kecewa berat mengenai hal ini karena saya berharap dalam bentuk dana bukan dalam bentuk Voucher, tidak tahu kedepannya apakah jadi terbang atau tidak. Tolong untuk lebih teliti dan konsisten lagi dalam menyampaikan suatu informasi. Dan berikan solusi yg tepat untuk cuatomers! Saya KECEWA",""
"Fadli Yursal","BENAR-BENAR KECEWA, GA AKAN LAGI BELI TIKET PESAWAT LEWAT PEGI-PEGI. REFUND GA JELAS, NYALAHIN MASKAPAI, PADAHAL JELAS2 MASKAPAI SUDAH GANTI DUIT FULL KE PEGI2. KONSUMEN DIKORBANKAN. TERKAHIR KALINYA BELI TIKET LEWAT PEGI PEGI, MENDING TRAVELOKA AJA YG PASTI. SEKALI LAGI SANGAT MENGECEWAKAN !!!",""
"R A","Kacau refund nya, kapok",""
"Pengguna Google","harga nya gk neet masih ada pajak dan service kecewa poool",""
"iis istiqamah","proses refund lama, sudah sebulan dana belum kembali kalau diaplikasi serupa semingguan juga dana sudah masuk rekening semua , padahal konfirmasi ke sriwijaya dananya sudah masuk ke pegi pegi sejak tanggal 1 agus tapi sampai sekarang dana belum saya terima hmmmm",""
"Tumpal edyson Sagala","Sy kecewa berat dgn travel online Pegi pegi, sy refund dari tgl 29 nov smpai tgl 23 des 2019 blm keluar jg, smpai sy hub call center citilink tgl 23 des jam 14.05 ternyata dana tsb sdh dikembalikan ke agent travel tsb (pegi2). Ini dana refund buat biaya rs dan penumpang tsb harus cuci darah 1 minggu...Ulasan LengkapSy kecewa berat dgn travel online Pegi pegi, sy refund dari tgl 29 nov smpai tgl 23 des 2019 blm keluar jg, smpai sy hub call center citilink tgl 23 des jam 14.05 ternyata dana tsb sdh dikembalikan ke agent travel tsb (pegi2). Ini dana refund buat biaya rs dan penumpang tsb harus cuci darah 1 minggu 2X semalam msk ugd ttp jg dana refund nya ngk bs keluar jg, masalah nya dimna, managent travel tsb sdh tidak bgs dan tidak bs menjelaskan apa yg membuat terlalu lama pengembalian dana tsb.",""
"Purwandana UD Barokah","Dulu 2 tahun yang lalu sering banget pake pegi-pegi krn kemudahannya dan sangat user friendly. Entah kenapa sekarang, ketika saya buka aplikasinya tiba-tiba forced close dg sendirinya. Aplikasi harus terpaksa ditutup. Dan menurut saya itu sangat mengganggu aktifitas sy ketika sedang mencari tiket da...Ulasan LengkapDulu 2 tahun yang lalu sering banget pake pegi-pegi krn kemudahannya dan sangat user friendly. Entah kenapa sekarang, ketika saya buka aplikasinya tiba-tiba forced close dg sendirinya. Aplikasi harus terpaksa ditutup. Dan menurut saya itu sangat mengganggu aktifitas sy ketika sedang mencari tiket dan hotel. Sudah saya install dan restart kembali tetapi tidak membantu. Semoga kedepannya kesalahan dlm aplikasi ini dpt segera diperbaiki.",""
"Seni Wati","saya kecewa sama pegi2. kenaa proses refund saya sangat lama.... mada duruh nunggu 1 sampai 3bulan.. saya udh nunggu 24hari uang jg belum ditransfer. tolong dong kerja samanya.. saya kecewa bgt dr email tlp jawabannya berbeda2. saya pake traveloka proses refund pesawat cepet tidak selama pegi2. ini ...Ulasan Lengkapsaya kecewa sama pegi2. kenaa proses refund saya sangat lama.... mada duruh nunggu 1 sampai 3bulan.. saya udh nunggu 24hari uang jg belum ditransfer. tolong dong kerja samanya.. saya kecewa bgt dr email tlp jawabannya berbeda2. saya pake traveloka proses refund pesawat cepet tidak selama pegi2. ini pertama dan terakhir saya pake pegi2. nomor pesanan 12APK855A7D dan 12AKW855E4A",""
"puput oktaviani","kenapa tdk bisa buat akun baru? selalu tulisannya trrjadi kesalahan sistem. mau ganti kota tujuan jg tdk bisa. tolong sgra diperbaiki.",""
"iriana diena","lemoottt,udh download 3x ttp di 99% gk jln2 ..",""
"Evalery","NOMOR CALL CENTER TIDAK ADA YG AKTIF. MAU MINTA REFUND DANA KARNA MASKAPAI BATALKAN PENERBANGAN EH MALAH ADA KETENTUAN BIAYA ADMIN 75000. MASKAPAI YG SALAH KOK QT YG HARUS RUGI?",""
"Ichal Thamrin","saya sangat kecewa dengan pihak pegi pegi karna uang saya ludes 500 rb dan tidak di ganti rugi",""
"dyan hong","eh aplikasi kontol. gk usa kirim2 notif diskon kl harga sama seperti biasa. malah setelah notif diskon, harga lbh mahal dr biasanya. aplikasi babi",""
"Riani Ria","Aplikasi yang aneh. Nama asli sesuai KTP hanya 1 kata diubah by sistem aplikasi jadi 2 kata yang sama (gak sesuai KTP). Saat check-in ke maskapainya kan bisa jadi masalah. Aplikasi yang gak rekomended bagi yang punya nama hanya 1 kata saja (tanpa nama belakang).",""
"R Melati","jelek. promosi banyak diskon, stlh di install, banyak penerbangan yg tidak tersedia padahal rute penerbangan tsb ada. jadi yg dijual cuma rute penerbangan tttu yg sudah disetting. bad application!",""
"Lidia Andy","karna beli tiket diskon yg cm sejam dan server down mulu akhir nya salah beli jam, komplain untuk ganti jam ke CS slow respon dr email maupun live chat, live chat bales nya hampir 4jam dan pas di bales sy ga aktif krg lebih stgh jam lgsg di close chat aja gitu minta rating pelayanan live chat cs nya...Ulasan Lengkapkarna beli tiket diskon yg cm sejam dan server down mulu akhir nya salah beli jam, komplain untuk ganti jam ke CS slow respon dr email maupun live chat, live chat bales nya hampir 4jam dan pas di bales sy ga aktif krg lebih stgh jam lgsg di close chat aja gitu minta rating pelayanan live chat cs nya, jujur Kecewa.. sy sempet telp cs pegi2 respon nya lebih ok, tp di barengi sm email.. dan akhir nya malam baru di telp cs pegi2 pemberitahuan biaya adm bla bla lgsg sy transfer akhir nya selesai jg..",""
"Putra Pantura","Saya sangat kecewa dengan pegipegi, refund 4 orang/1keluarga, menunggu 2 bulan baru proses, dan yg saya sesalkan tdk dicairkan uang melainkan voucher, sama aja kita para costumer dipaksa untuk membeli tiket di pegipegi lagi. Padahal kondisi pandemi covid 19 kita sangat nembutuhkan dana/uang bukan ja...Ulasan LengkapSaya sangat kecewa dengan pegipegi, refund 4 orang/1keluarga, menunggu 2 bulan baru proses, dan yg saya sesalkan tdk dicairkan uang melainkan voucher, sama aja kita para costumer dipaksa untuk membeli tiket di pegipegi lagi. Padahal kondisi pandemi covid 19 kita sangat nembutuhkan dana/uang bukan jalan2 naik pesawat. Tdk lama saya uninstal ini aplikasi.",""
"azen frovi","Belajarlah dr traveloka, aplikasi lemot gk niat kasih promo, pas promo selalu lemot, promonya pun sdikit gk kyk traveloka. Pantes gk ada yg mau pakai pegipegi2. Kalah saingan sm traveloka yang tiap bulan selalu epicsale, bahkan promo bank banyak sdgkan pegi2 saja gk prnh promo  ...mau log in aja s...Ulasan LengkapBelajarlah dr traveloka, aplikasi lemot gk niat kasih promo, pas promo selalu lemot, promonya pun sdikit gk kyk traveloka. Pantes gk ada yg mau pakai pegipegi2. Kalah saingan sm traveloka yang tiap bulan selalu epicsale, bahkan promo bank banyak sdgkan pegi2 saja gk prnh promo  ...mau log in aja susah bgt klo ada promo, wktu bayar bahkan klik aja gk bs2.",""
"Pengguna Google","Dulu sy pake aplikasi ini ga ada IKLAN POP UP, kemaren sy download lg ada IKLAN POP UP yg sangat mengganggu pada saat chat, main game, nonton, dll. Yang lucunya udh dihapus aplikasinya POP UP nya masih ada. Dan ada label logo PEGIPEGI di POP UP tersebut. Miris! SANGAT MENGGANGU! Sangat disayangkan a...Ulasan LengkapDulu sy pake aplikasi ini ga ada IKLAN POP UP, kemaren sy download lg ada IKLAN POP UP yg sangat mengganggu pada saat chat, main game, nonton, dll. Yang lucunya udh dihapus aplikasinya POP UP nya masih ada. Dan ada label logo PEGIPEGI di POP UP tersebut. Miris! SANGAT MENGGANGU! Sangat disayangkan aplikasinya bagus tp POP UP ny menggangu.",""
"Sri Sepianita","keluhan saya, awalnya sy pesan,stelah pesan mau konfirmasi teryata ada pemberitahuan kalau maskapai yang saya pilih mengalami kenaikan harga hingga 200rb pdhl wktu cek harga sdh pas kenapa tiba2 mau sdh dipesan n mau konfir harga malahan dnaikka hargax jadix kecewa padahal di aplikasi sebelah ngg ad...Ulasan Lengkapkeluhan saya, awalnya sy pesan,stelah pesan mau konfirmasi teryata ada pemberitahuan kalau maskapai yang saya pilih mengalami kenaikan harga hingga 200rb pdhl wktu cek harga sdh pas kenapa tiba2 mau sdh dipesan n mau konfir harga malahan dnaikka hargax jadix kecewa padahal di aplikasi sebelah ngg ada yg gituan,harga yg tertera sdh hrga asli sampai hrga wkt mau konfir sdh itu harga kok dipegi2 nga sih... Merasa kecewa",""
"aditya fatmala santhi","Kasih waktu lagi dong utk pembayaran.Namun sejauh ini pegi pegi bagus.",""
"yahya herliyanto","Pegi2 gila,ngadain promo besar2an tapi gangguan dalam perbaikan,tolol",""
"niniie kt","Apa apaan ini ngadain promo tpi sistemnye error",""
"Darwis B. Pasaribu","Saar diskon maintenance Apk goblok",""
"ryan dimaz","Harusnya Kalau Kamar Hotel Sudah Not Available, Unitnya Jangan Ditampilakan Diaplikasi, Apalagi Pas Weekend Sabtu & Minggu, Giliran Dibooked Dan Dibayar Begitu Ditanyakan Kode Bookingnya, Kamar Full, Tidak Bisa Reservasi, Malah Dialihkan Ke Kamar Yang Lebih Jelek... Beda Sama Aplikasi Tetangga, Kala...Ulasan LengkapHarusnya Kalau Kamar Hotel Sudah Not Available, Unitnya Jangan Ditampilakan Diaplikasi, Apalagi Pas Weekend Sabtu & Minggu, Giliran Dibooked Dan Dibayar Begitu Ditanyakan Kode Bookingnya, Kamar Full, Tidak Bisa Reservasi, Malah Dialihkan Ke Kamar Yang Lebih Jelek... Beda Sama Aplikasi Tetangga, Kalau Dapat Pengalihan Dapatnya Yang Lebih Bagus Dan Biaya Kekuranganya Ditanggung Pihak Aplikasi, Karena Sudah Berkomitmen Pelayanan. #PegipegiKurangBagus.",""
"Fridha1804","aplikasi eror mulu",""
